pair,proximity,mode,subject,accuracy_pooled,kappa,f1_macro,sensitivity,specificity,tp,tn,fp,fn,n,accuracy_foldmean
HOC/WAA,adjacent,raw,9,55.0,0.1,54.9719,57.5,52.5,23.0,21.0,19.0,17.0,80.0,55.0
HOC/WAA,adjacent,raw,10,62.5,0.25,62.2879,70.0,55.0,28.0,22.0,18.0,12.0,80.0,62.5
HOC/WAA,adjacent,raw,11,60.0,0.2,59.975,57.5,62.5,23.0,25.0,15.0,17.0,80.0,60.0
HOC/WAA,adjacent,raw,12,56.25,0.125,56.2432,55.0,57.5,22.0,23.0,17.0,18.0,80.0,56.25
HOC/WAA,adjacent,raw,13,57.5,0.15,57.4734,60.0,55.0,24.0,22.0,18.0,16.0,80.0,57.5
HOC/WAA,adjacent,raw,14,60.0,0.2,59.975,57.5,62.5,23.0,25.0,15.0,17.0,80.0,60.0
HOC/WAA,adjacent,raw,15,56.25,0.125,56.0784,50.0,62.5,20.0,25.0,15.0,20.0,80.0,56.25
HOC/WAA,adjacent,raw,16,67.5,0.35,67.1717,57.5,77.5,23.0,31.0,9.0,17.0,80.0,67.5
HOC/WAA,adjacent,raw,17,58.75,0.175,58.6919,62.5,55.0,25.0,22.0,18.0,15.0,80.0,58.75
HOC/WAA,adjacent,raw,18,62.5,0.25,62.5,62.5,62.5,25.0,25.0,15.0,15.0,80.0,62.5
HOC/WAA,adjacent,cwt,1,53.3333,0.0667,53.3103,51.1111,55.5556,23.0,25.0,20.0,22.0,90.0,53.3333
HOC/WAA,adjacent,cwt,2,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
HOC/WAA,adjacent,cwt,3,47.5,-0.05,47.4672,50.0,45.0,20.0,18.0,22.0,20.0,80.0,47.5
HOC/WAA,adjacent,cwt,4,57.5,0.15,57.3935,62.5,52.5,25.0,21.0,19.0,15.0,80.0,57.5
HOC/WAA,adjacent,cwt,5,62.5,0.25,62.2879,70.0,55.0,28.0,22.0,18.0,12.0,80.0,62.5
HOC/WAA,adjacent,cwt,6,67.5,0.35,67.4797,65.0,70.0,26.0,28.0,12.0,14.0,80.0,67.5
HOC/WAA,adjacent,cwt,7,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
HOC/WAA,adjacent,cwt,8,40.0,-0.2,39.0476,52.5,27.5,21.0,11.0,29.0,19.0,80.0,40.0
HOC/WAA,adjacent,cwt,9,48.75,-0.025,48.549,55.0,42.5,22.0,17.0,23.0,18.0,80.0,48.75
HOC/WAA,adjacent,cwt,10,61.25,0.225,61.1954,57.5,65.0,23.0,26.0,14.0,17.0,80.0,61.25
HOC/WAA,adjacent,cwt,11,58.75,0.175,58.6919,55.0,62.5,22.0,25.0,15.0,18.0,80.0,58.75
HOC/WAA,adjacent,cwt,12,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
HOC/WAA,adjacent,cwt,13,56.25,0.125,56.1884,52.5,60.0,21.0,24.0,16.0,19.0,80.0,56.25
HOC/WAA,adjacent,cwt,14,65.0,0.3,64.9123,60.0,70.0,24.0,28.0,12.0,16.0,80.0,65.0
HOC/WAA,adjacent,cwt,15,52.5,0.05,52.4703,50.0,55.0,20.0,22.0,18.0,20.0,80.0,52.5
HOC/WAA,adjacent,cwt,16,71.25,0.425,70.8815,60.0,82.5,24.0,33.0,7.0,16.0,80.0,71.25
HOC/WAA,adjacent,cwt,17,47.5,-0.05,47.4672,45.0,50.0,18.0,20.0,20.0,22.0,80.0,47.5
HOC/WAA,adjacent,cwt,18,66.25,0.325,66.1176,60.0,72.5,24.0,29.0,11.0,16.0,80.0,66.25
HOC/WFE,adjacent,raw,1,67.7778,0.3556,67.678,73.3333,62.2222,33.0,28.0,17.0,12.0,90.0,67.7778
HOC/WFE,adjacent,raw,2,57.5,0.15,57.5,57.5,57.5,23.0,23.0,17.0,17.0,80.0,57.5
HOC/WFE,adjacent,raw,3,40.0,-0.2,39.9625,42.5,37.5,17.0,15.0,25.0,23.0,80.0,40.0
HOC/WFE,adjacent,raw,4,62.5,0.25,62.2879,70.0,55.0,28.0,22.0,18.0,12.0,80.0,62.5
HOC/WFE,adjacent,raw,5,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
HOC/WFE,adjacent,raw,6,55.0,0.1,54.5455,45.0,65.0,18.0,26.0,14.0,22.0,80.0,55.0
HOC/WFE,adjacent,raw,7,56.25,0.125,55.6892,67.5,45.0,27.0,18.0,22.0,13.0,80.0,56.25
HOC/WFE,adjacent,raw,8,63.75,0.275,63.699,67.5,60.0,27.0,24.0,16.0,13.0,80.0,63.75
HOC/WFE,adjacent,raw,9,55.0,0.1,54.9719,52.5,57.5,21.0,23.0,17.0,19.0,80.0,55.0
HOC/WFE,adjacent,raw,10,43.75,-0.125,43.7412,45.0,42.5,18.0,17.0,23.0,22.0,80.0,43.75
HOC/WFE,adjacent,raw,11,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
HOC/WFE,adjacent,raw,12,51.25,0.025,51.0588,45.0,57.5,18.0,23.0,17.0,22.0,80.0,51.25
HOC/WFE,adjacent,raw,13,55.0,0.1,54.9719,57.5,52.5,23.0,21.0,19.0,17.0,80.0,55.0
HOC/WFE,adjacent,raw,14,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
HOC/WFE,adjacent,raw,15,61.25,0.225,61.1954,65.0,57.5,26.0,23.0,17.0,14.0,80.0,61.25
HOC/WFE,adjacent,raw,16,56.25,0.125,55.6892,45.0,67.5,18.0,27.0,13.0,22.0,80.0,56.25
HOC/WFE,adjacent,raw,17,52.5,0.05,52.381,47.5,57.5,19.0,23.0,17.0,21.0,80.0,52.5
HOC/WFE,adjacent,raw,18,57.5,0.15,57.0707,47.5,67.5,19.0,27.0,13.0,21.0,80.0,57.5
HOC/WFE,adjacent,cwt,1,62.2222,0.2444,62.2222,62.2222,62.2222,28.0,28.0,17.0,17.0,90.0,62.2222
HOC/WFE,adjacent,cwt,2,45.0,-0.1,44.6889,52.5,37.5,21.0,15.0,25.0,19.0,80.0,45.0
HOC/WFE,adjacent,cwt,3,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
HOC/WFE,adjacent,cwt,4,63.75,0.275,63.4703,55.0,72.5,22.0,29.0,11.0,18.0,80.0,63.75
HOC/WFE,adjacent,cwt,5,47.5,-0.05,47.3684,52.5,42.5,21.0,17.0,23.0,19.0,80.0,47.5
HOC/WFE,adjacent,cwt,6,53.75,0.075,53.5686,47.5,60.0,19.0,24.0,16.0,21.0,80.0,53.75
HOC/WFE,adjacent,cwt,7,42.5,-0.15,42.464,40.0,45.0,16.0,18.0,22.0,24.0,80.0,42.5
HOC/WFE,adjacent,cwt,8,56.25,0.125,55.0634,72.5,40.0,29.0,16.0,24.0,11.0,80.0,56.25
HOC/WFE,adjacent,cwt,9,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
HOC/WFE,adjacent,cwt,10,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
HOC/WFE,adjacent,cwt,11,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
HOC/WFE,adjacent,cwt,12,53.75,0.075,53.6849,57.5,50.0,23.0,20.0,20.0,17.0,80.0,53.75
HOC/WFE,adjacent,cwt,13,40.0,-0.2,39.8496,35.0,45.0,14.0,18.0,22.0,26.0,80.0,40.0
HOC/WFE,adjacent,cwt,14,43.75,-0.125,43.316,35.0,52.5,14.0,21.0,19.0,26.0,80.0,43.75
HOC/WFE,adjacent,cwt,15,52.5,0.05,52.4703,50.0,55.0,20.0,22.0,18.0,20.0,80.0,52.5
HOC/WFE,adjacent,cwt,16,52.5,0.05,51.4066,37.5,67.5,15.0,27.0,13.0,25.0,80.0,52.5
HOC/WFE,adjacent,cwt,17,57.5,0.15,57.3935,52.5,62.5,21.0,25.0,15.0,19.0,80.0,57.5
HOC/WFE,adjacent,cwt,18,57.5,0.15,57.4734,55.0,60.0,22.0,24.0,16.0,18.0,80.0,57.5
SAA/SFE,same,raw,1,43.3333,-0.1333,43.3263,42.2222,44.4444,19.0,20.0,25.0,26.0,90.0,43.3333
SAA/SFE,same,raw,2,53.75,0.075,53.6849,57.5,50.0,23.0,20.0,20.0,17.0,80.0,53.75
SAA/SFE,same,raw,3,62.5,0.25,62.4765,65.0,60.0,26.0,24.0,16.0,14.0,80.0,62.5
SAA/SFE,same,raw,4,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
SAA/SFE,same,raw,5,41.9753,-0.1603,41.9753,41.4634,42.5,17.0,17.0,23.0,24.0,81.0,41.9853
SAA/SFE,same,raw,6,65.0,0.3,64.9123,70.0,60.0,28.0,24.0,16.0,12.0,80.0,65.0
SAA/SFE,same,raw,7,50.0,0.0,49.7172,42.5,57.5,17.0,23.0,17.0,23.0,80.0,50.0
SAA/SFE,same,raw,8,56.25,0.125,56.2432,57.5,55.0,23.0,22.0,18.0,17.0,80.0,56.25
SAA/SFE,same,raw,9,47.5,-0.05,46.6667,35.0,60.0,14.0,24.0,16.0,26.0,80.0,47.5
SAA/SFE,same,raw,10,53.75,0.075,53.6849,57.5,50.0,23.0,20.0,20.0,17.0,80.0,53.75
SAA/SFE,same,raw,11,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
SAA/SFE,same,raw,12,42.5,-0.15,42.5,42.5,42.5,17.0,17.0,23.0,23.0,80.0,42.5
SAA/SFE,same,raw,13,51.25,0.025,50.8739,60.0,42.5,24.0,17.0,23.0,16.0,80.0,51.25
SAA/SFE,same,raw,14,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
SAA/SFE,same,raw,15,50.0,0.0,49.7172,57.5,42.5,23.0,17.0,23.0,17.0,80.0,50.0
SAA/SFE,same,raw,16,61.25,0.225,61.098,55.0,67.5,22.0,27.0,13.0,18.0,80.0,61.25
SAA/SFE,same,raw,17,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
SAA/SFE,same,raw,18,77.5,0.55,77.3727,70.0,85.0,28.0,34.0,6.0,12.0,80.0,77.5
SAA/SFE,same,cwt,1,48.8889,-0.0222,48.8636,46.6667,51.1111,21.0,23.0,22.0,24.0,90.0,48.8889
SAA/SFE,same,cwt,2,33.75,-0.325,32.9008,22.5,45.0,9.0,18.0,22.0,31.0,80.0,33.75
SAA/SFE,same,cwt,3,56.25,0.125,56.2432,57.5,55.0,23.0,22.0,18.0,17.0,80.0,56.25
SAA/SFE,same,cwt,4,48.75,-0.025,48.3546,40.0,57.5,16.0,23.0,17.0,24.0,80.0,48.75
SAA/SFE,same,cwt,5,56.7901,0.1333,56.1213,68.2927,45.0,28.0,18.0,22.0,13.0,81.0,56.6912
SAA/SFE,same,cwt,6,61.25,0.225,61.098,67.5,55.0,27.0,22.0,18.0,13.0,80.0,61.25
SAA/SFE,same,cwt,7,42.5,-0.15,42.3559,37.5,47.5,15.0,19.0,21.0,25.0,80.0,42.5
SAA/SFE,same,cwt,8,47.5,-0.05,47.203,55.0,40.0,22.0,16.0,24.0,18.0,80.0,47.5
SAA/SFE,same,cwt,9,53.75,0.075,53.5686,47.5,60.0,19.0,24.0,16.0,21.0,80.0,53.75
SAA/SFE,same,cwt,10,55.0,0.1,54.9719,52.5,57.5,21.0,23.0,17.0,19.0,80.0,55.0
SAA/SFE,same,cwt,11,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
SAA/SFE,same,cwt,12,52.5,0.05,52.381,47.5,57.5,19.0,23.0,17.0,21.0,80.0,52.5
SAA/SFE,same,cwt,13,51.25,0.025,51.2424,52.5,50.0,21.0,20.0,20.0,19.0,80.0,51.25
SAA/SFE,same,cwt,14,43.75,-0.125,43.316,35.0,52.5,14.0,21.0,19.0,26.0,80.0,43.75
SAA/SFE,same,cwt,15,51.25,0.025,51.1813,55.0,47.5,22.0,19.0,21.0,18.0,80.0,51.25
SAA/SFE,same,cwt,16,58.75,0.175,58.7436,60.0,57.5,24.0,23.0,17.0,16.0,80.0,58.75
SAA/SFE,same,cwt,17,45.0,-0.1,44.9656,47.5,42.5,19.0,17.0,23.0,21.0,80.0,45.0
SAA/SFE,same,cwt,18,67.5,0.35,67.4797,70.0,65.0,28.0,26.0,14.0,12.0,80.0,67.5
SPS/SAA,same,raw,1,50.0,0.0,49.6957,42.2222,57.7778,19.0,26.0,19.0,26.0,90.0,50.0
SPS/SAA,same,raw,2,48.75,-0.025,47.7624,62.5,35.0,25.0,14.0,26.0,15.0,80.0,48.75
SPS/SAA,same,raw,3,80.0,0.6,79.9875,82.5,77.5,33.0,31.0,9.0,7.0,80.0,80.0
SPS/SAA,same,raw,4,75.0,0.5,74.7475,65.0,85.0,26.0,34.0,6.0,14.0,80.0,75.0
SPS/SAA,same,raw,5,45.0,-0.1,44.9656,42.5,47.5,17.0,19.0,21.0,23.0,80.0,45.0
SPS/SAA,same,raw,6,50.0,0.0,49.9687,47.5,52.5,19.0,21.0,19.0,21.0,80.0,50.0
SPS/SAA,same,raw,7,72.5,0.45,72.5,72.5,72.5,29.0,29.0,11.0,11.0,80.0,72.5
SPS/SAA,same,raw,8,43.75,-0.125,43.5294,50.0,37.5,20.0,15.0,25.0,20.0,80.0,43.75
SPS/SAA,same,raw,9,41.25,-0.175,41.2408,40.0,42.5,16.0,17.0,23.0,24.0,80.0,41.25
SPS/SAA,same,raw,10,55.0,0.1,55.0,55.0,55.0,22.0,22.0,18.0,18.0,80.0,55.0
SPS/SAA,same,raw,11,51.25,0.025,51.2424,52.5,50.0,21.0,20.0,20.0,19.0,80.0,51.25
SPS/SAA,same,raw,12,62.5,0.25,62.4765,65.0,60.0,26.0,24.0,16.0,14.0,80.0,62.5
SPS/SAA,same,raw,13,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
SPS/SAA,same,raw,14,55.0,0.1,54.8872,60.0,50.0,24.0,20.0,20.0,16.0,80.0,55.0
SPS/SAA,same,raw,15,53.75,0.075,53.5686,47.5,60.0,19.0,24.0,16.0,21.0,80.0,53.75
SPS/SAA,same,raw,16,52.5,0.05,52.5,52.5,52.5,21.0,21.0,19.0,19.0,80.0,52.5
SPS/SAA,same,raw,17,48.75,-0.025,48.549,42.5,55.0,17.0,22.0,18.0,23.0,80.0,48.75
SPS/SAA,same,raw,18,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
SPS/SAA,same,cwt,1,45.5556,-0.0889,45.495,42.2222,48.8889,19.0,22.0,23.0,26.0,90.0,45.5556
SPS/SAA,same,cwt,2,40.0,-0.2,39.8496,45.0,35.0,18.0,14.0,26.0,22.0,80.0,40.0
SPS/SAA,same,cwt,3,62.5,0.25,62.4765,60.0,65.0,24.0,26.0,14.0,16.0,80.0,62.5
SPS/SAA,same,cwt,4,75.0,0.5,74.9844,72.5,77.5,29.0,31.0,9.0,11.0,80.0,75.0
SPS/SAA,same,cwt,5,58.75,0.175,58.5882,65.0,52.5,26.0,21.0,19.0,14.0,80.0,58.75
SPS/SAA,same,cwt,6,57.5,0.15,57.4734,55.0,60.0,22.0,24.0,16.0,18.0,80.0,57.5
SPS/SAA,same,cwt,7,58.75,0.175,58.4317,50.0,67.5,20.0,27.0,13.0,20.0,80.0,58.75
SPS/SAA,same,cwt,8,40.0,-0.2,39.6606,47.5,32.5,19.0,13.0,27.0,21.0,80.0,40.0
SPS/SAA,same,cwt,9,45.0,-0.1,44.9656,42.5,47.5,17.0,19.0,21.0,23.0,80.0,45.0
SPS/SAA,same,cwt,10,67.5,0.35,67.4185,62.5,72.5,25.0,29.0,11.0,15.0,80.0,67.5
SPS/SAA,same,cwt,11,53.75,0.075,53.3932,45.0,62.5,18.0,25.0,15.0,22.0,80.0,53.75
SPS/SAA,same,cwt,12,47.5,-0.05,47.5,47.5,47.5,19.0,19.0,21.0,21.0,80.0,47.5
SPS/SAA,same,cwt,13,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
SPS/SAA,same,cwt,14,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
SPS/SAA,same,cwt,15,40.0,-0.2,39.3939,50.0,30.0,20.0,12.0,28.0,20.0,80.0,40.0
SPS/SAA,same,cwt,16,47.5,-0.05,47.4672,50.0,45.0,20.0,18.0,22.0,20.0,80.0,47.5
SPS/SAA,same,cwt,17,48.75,-0.025,48.3546,57.5,40.0,23.0,16.0,24.0,17.0,80.0,48.75
SPS/SAA,same,cwt,18,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
SPS/SFE,same,raw,1,48.8889,-0.0222,48.6607,42.2222,55.5556,19.0,25.0,20.0,26.0,90.0,48.8889
SPS/SFE,same,raw,2,52.5,0.05,51.746,65.0,40.0,26.0,16.0,24.0,14.0,80.0,52.5
SPS/SFE,same,raw,3,72.5,0.45,72.0635,85.0,60.0,34.0,24.0,16.0,6.0,80.0,72.5
SPS/SFE,same,raw,4,62.5,0.25,62.2879,55.0,70.0,22.0,28.0,12.0,18.0,80.0,62.5
SPS/SFE,same,raw,5,50.6173,0.0092,49.6894,63.4146,37.5,26.0,15.0,25.0,15.0,81.0,50.8088
SPS/SFE,same,raw,6,65.0,0.3,64.802,57.5,72.5,23.0,29.0,11.0,17.0,80.0,65.0
SPS/SFE,same,raw,7,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
SPS/SFE,same,raw,8,37.5,-0.25,37.4609,40.0,35.0,16.0,14.0,26.0,24.0,80.0,37.5
SPS/SFE,same,raw,9,47.5,-0.05,47.4672,45.0,50.0,18.0,20.0,20.0,22.0,80.0,47.5
SPS/SFE,same,raw,10,52.5,0.05,51.746,40.0,65.0,16.0,26.0,14.0,24.0,80.0,52.5
SPS/SFE,same,raw,11,47.5,-0.05,47.3684,42.5,52.5,17.0,21.0,19.0,23.0,80.0,47.5
SPS/SFE,same,raw,12,60.0,0.2,59.8997,55.0,65.0,22.0,26.0,14.0,18.0,80.0,60.0
SPS/SFE,same,raw,13,61.25,0.225,60.951,70.0,52.5,28.0,21.0,19.0,12.0,80.0,61.25
SPS/SFE,same,raw,14,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
SPS/SFE,same,raw,15,50.0,0.0,49.9687,52.5,47.5,21.0,19.0,21.0,19.0,80.0,50.0
SPS/SFE,same,raw,16,56.25,0.125,56.2432,55.0,57.5,22.0,23.0,17.0,18.0,80.0,56.25
SPS/SFE,same,raw,17,56.25,0.125,56.0784,50.0,62.5,20.0,25.0,15.0,20.0,80.0,56.25
SPS/SFE,same,raw,18,75.0,0.5,74.9373,70.0,80.0,28.0,32.0,8.0,12.0,80.0,75.0
SPS/SFE,same,cwt,1,51.1111,0.0222,51.087,53.3333,48.8889,24.0,22.0,23.0,21.0,90.0,51.1111
SPS/SFE,same,cwt,2,40.0,-0.2,40.0,40.0,40.0,16.0,16.0,24.0,24.0,80.0,40.0
SPS/SFE,same,cwt,3,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
SPS/SFE,same,cwt,4,72.5,0.45,72.4828,70.0,75.0,28.0,30.0,10.0,12.0,80.0,72.5
SPS/SFE,same,cwt,5,65.4321,0.3085,65.4268,65.8537,65.0,27.0,26.0,14.0,14.0,81.0,65.5147
SPS/SFE,same,cwt,6,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
SPS/SFE,same,cwt,7,57.5,0.15,57.2596,65.0,50.0,26.0,20.0,20.0,14.0,80.0,57.5
SPS/SFE,same,cwt,8,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
SPS/SFE,same,cwt,9,47.5,-0.05,47.5,47.5,47.5,19.0,19.0,21.0,21.0,80.0,47.5
SPS/SFE,same,cwt,10,50.0,0.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,80.0,50.0
SPS/SFE,same,cwt,11,51.25,0.025,51.2424,52.5,50.0,21.0,20.0,20.0,19.0,80.0,51.25
SPS/SFE,same,cwt,12,53.75,0.075,53.7428,55.0,52.5,22.0,21.0,19.0,18.0,80.0,53.75
SPS/SFE,same,cwt,13,63.75,0.275,63.7443,62.5,65.0,25.0,26.0,14.0,15.0,80.0,63.75
SPS/SFE,same,cwt,14,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
SPS/SFE,same,cwt,15,47.5,-0.05,47.5,47.5,47.5,19.0,19.0,21.0,21.0,80.0,47.5
SPS/SFE,same,cwt,16,45.0,-0.1,44.8622,50.0,40.0,20.0,16.0,24.0,20.0,80.0,45.0
SPS/SFE,same,cwt,17,48.75,-0.025,48.549,55.0,42.5,22.0,17.0,23.0,18.0,80.0,48.75
SPS/SFE,same,cwt,18,65.0,0.3,64.9123,70.0,60.0,28.0,24.0,16.0,12.0,80.0,65.0
WAA/EFE,adjacent,raw,1,68.8889,0.3778,68.8735,71.1111,66.6667,32.0,30.0,15.0,13.0,90.0,68.8889
WAA/EFE,adjacent,raw,2,55.0,0.1,54.9719,52.5,57.5,21.0,23.0,17.0,19.0,80.0,55.0
WAA/EFE,adjacent,raw,3,53.75,0.075,53.5686,60.0,47.5,24.0,19.0,21.0,16.0,80.0,53.75
WAA/EFE,adjacent,raw,4,75.0,0.5,74.9844,72.5,77.5,29.0,31.0,9.0,11.0,80.0,75.0
WAA/EFE,adjacent,raw,5,47.5,-0.05,46.6667,60.0,35.0,24.0,14.0,26.0,16.0,80.0,47.5
WAA/EFE,adjacent,raw,6,50.0,0.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,80.0,50.0
WAA/EFE,adjacent,raw,7,57.5,0.15,57.3935,52.5,62.5,21.0,25.0,15.0,19.0,80.0,57.5
WAA/EFE,adjacent,raw,8,66.25,0.325,66.1176,72.5,60.0,29.0,24.0,16.0,11.0,80.0,66.25
WAA/EFE,adjacent,raw,9,62.5,0.25,62.4765,60.0,65.0,24.0,26.0,14.0,16.0,80.0,62.5
WAA/EFE,adjacent,raw,10,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
WAA/EFE,adjacent,raw,11,48.75,-0.025,48.549,55.0,42.5,22.0,17.0,23.0,18.0,80.0,48.75
WAA/EFE,adjacent,raw,12,43.75,-0.125,43.5294,37.5,50.0,15.0,20.0,20.0,25.0,80.0,43.75
WAA/EFE,adjacent,raw,13,53.75,0.075,53.5686,60.0,47.5,24.0,19.0,21.0,16.0,80.0,53.75
WAA/EFE,adjacent,raw,14,66.25,0.325,66.2025,62.5,70.0,25.0,28.0,12.0,15.0,80.0,66.25
WAA/EFE,adjacent,raw,15,50.0,0.0,49.7172,57.5,42.5,23.0,17.0,23.0,17.0,80.0,50.0
WAA/EFE,adjacent,raw,16,57.5,0.15,57.5,57.5,57.5,23.0,23.0,17.0,17.0,80.0,57.5
WAA/EFE,adjacent,raw,17,66.25,0.325,66.2447,67.5,65.0,27.0,26.0,14.0,13.0,80.0,66.25
WAA/EFE,adjacent,raw,18,67.5,0.35,67.4797,65.0,70.0,26.0,28.0,12.0,14.0,80.0,67.5
WAA/EFE,adjacent,cwt,1,68.8889,0.3778,68.8273,73.3333,64.4444,33.0,29.0,16.0,12.0,90.0,68.8889
WAA/EFE,adjacent,cwt,2,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
WAA/EFE,adjacent,cwt,3,52.5,0.05,52.2313,60.0,45.0,24.0,18.0,22.0,16.0,80.0,52.5
WAA/EFE,adjacent,cwt,4,71.25,0.425,71.2095,67.5,75.0,27.0,30.0,10.0,13.0,80.0,71.25
WAA/EFE,adjacent,cwt,5,50.0,0.0,49.7172,57.5,42.5,23.0,17.0,23.0,17.0,80.0,50.0
WAA/EFE,adjacent,cwt,6,65.0,0.3,64.802,72.5,57.5,29.0,23.0,17.0,11.0,80.0,65.0
WAA/EFE,adjacent,cwt,7,56.25,0.125,56.1884,52.5,60.0,21.0,24.0,16.0,19.0,80.0,56.25
WAA/EFE,adjacent,cwt,8,52.5,0.05,52.4703,50.0,55.0,20.0,22.0,18.0,20.0,80.0,52.5
WAA/EFE,adjacent,cwt,9,57.5,0.15,57.3935,52.5,62.5,21.0,25.0,15.0,19.0,80.0,57.5
WAA/EFE,adjacent,cwt,10,56.25,0.125,56.1884,60.0,52.5,24.0,21.0,19.0,16.0,80.0,56.25
WAA/EFE,adjacent,cwt,11,58.75,0.175,57.6312,75.0,42.5,30.0,17.0,23.0,10.0,80.0,58.75
WAA/EFE,adjacent,cwt,12,51.25,0.025,51.1813,55.0,47.5,22.0,19.0,21.0,18.0,80.0,51.25
WAA/EFE,adjacent,cwt,13,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WAA/EFE,adjacent,cwt,14,71.25,0.425,71.2455,70.0,72.5,28.0,29.0,11.0,12.0,80.0,71.25
WAA/EFE,adjacent,cwt,15,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
WAA/EFE,adjacent,cwt,16,60.0,0.2,59.8997,55.0,65.0,22.0,26.0,14.0,18.0,80.0,60.0
WAA/EFE,adjacent,cwt,17,58.75,0.175,58.7436,60.0,57.5,24.0,23.0,17.0,16.0,80.0,58.75
WAA/EFE,adjacent,cwt,18,65.0,0.3,64.9123,70.0,60.0,28.0,24.0,16.0,12.0,80.0,65.0
WAA/EPS,adjacent,raw,1,53.3333,0.0667,53.241,48.8889,57.7778,22.0,26.0,19.0,23.0,90.0,53.3333
WAA/EPS,adjacent,raw,2,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WAA/EPS,adjacent,raw,3,56.25,0.125,56.2432,55.0,57.5,22.0,23.0,17.0,18.0,80.0,56.25
WAA/EPS,adjacent,raw,4,72.5,0.45,72.3444,65.0,80.0,26.0,32.0,8.0,14.0,80.0,72.5
WAA/EPS,adjacent,raw,5,46.25,-0.075,45.2142,60.0,32.5,24.0,13.0,27.0,16.0,80.0,46.25
WAA/EPS,adjacent,raw,6,55.0,0.1,54.5455,45.0,65.0,18.0,26.0,14.0,22.0,80.0,55.0
WAA/EPS,adjacent,raw,7,67.5,0.35,67.3162,75.0,60.0,30.0,24.0,16.0,10.0,80.0,67.5
WAA/EPS,adjacent,raw,8,60.0,0.2,59.7737,67.5,52.5,27.0,21.0,19.0,13.0,80.0,60.0
WAA/EPS,adjacent,raw,9,38.75,-0.225,38.7404,40.0,37.5,16.0,15.0,25.0,24.0,80.0,38.75
WAA/EPS,adjacent,raw,10,47.5,-0.05,47.203,55.0,40.0,22.0,16.0,24.0,18.0,80.0,47.5
WAA/EPS,adjacent,raw,11,65.0,0.3,64.802,72.5,57.5,29.0,23.0,17.0,11.0,80.0,65.0
WAA/EPS,adjacent,raw,12,48.75,-0.025,48.549,55.0,42.5,22.0,17.0,23.0,18.0,80.0,48.75
WAA/EPS,adjacent,raw,13,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
WAA/EPS,adjacent,raw,14,46.25,-0.075,46.1743,50.0,42.5,20.0,17.0,23.0,20.0,80.0,46.25
WAA/EPS,adjacent,raw,15,53.75,0.075,53.5686,60.0,47.5,24.0,19.0,21.0,16.0,80.0,53.75
