pair,mode,subject,fold,acc,kappa,f1,n
WFE/EFE,fbc,17,2,56.25,0.125,0.5151515151515151,16
WFE/EFE,fbc,17,3,50.0,0.0,0.4920634920634921,16
WFE/EFE,fbc,17,4,37.5,-0.25,0.375,16
WFE/EFE,fbc,17,5,62.5,0.25,0.6,16
WFE/EFE,fbc,18,1,37.5,-0.25,0.375,16
WFE/EFE,fbc,18,2,50.0,0.0,0.5,16
WFE/EFE,fbc,18,3,43.75,-0.125,0.37662337662337664,16
WFE/EFE,fbc,18,4,50.0,0.0,0.4666666666666667,16
WFE/EFE,fbc,18,5,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,1,1,72.22222222222221,0.4444444444444444,0.7142857142857142,18
WFE/EFE,raw,1,2,22.22222222222222,-0.5555555555555556,0.2222222222222222,18
WFE/EFE,raw,1,3,66.66666666666666,0.33333333333333326,0.6666666666666666,18
WFE/EFE,raw,1,4,50.0,0.0,0.4581939799331104,18
WFE/EFE,raw,1,5,50.0,0.0,0.4857142857142857,18
WFE/EFE,raw,2,1,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,2,2,37.5,-0.25,0.36507936507936506,16
WFE/EFE,raw,2,3,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,2,4,43.75,-0.125,0.41700404858299595,16
WFE/EFE,raw,2,5,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,3,1,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,3,2,75.0,0.5,0.746031746031746,16
WFE/EFE,raw,3,3,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,3,4,68.75,0.375,0.6536796536796536,16
WFE/EFE,raw,3,5,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,4,1,56.25,0.125,0.5465587044534412,16
WFE/EFE,raw,4,2,50.0,0.0,0.4920634920634921,16
WFE/EFE,raw,4,3,56.25,0.125,0.5465587044534412,16
WFE/EFE,raw,4,4,87.5,0.75,0.873015873015873,16
WFE/EFE,raw,4,5,43.75,-0.125,0.41700404858299595,16
WFE/EFE,raw,5,1,62.5,0.25,0.6,16
WFE/EFE,raw,5,2,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,5,3,31.25,-0.375,0.23809523809523808,16
WFE/EFE,raw,5,4,50.0,0.0,0.4666666666666667,16
WFE/EFE,raw,5,5,37.5,-0.25,0.3333333333333333,16
WFE/EFE,raw,6,1,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,6,2,56.25,0.125,0.5151515151515151,16
WFE/EFE,raw,6,3,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,6,4,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,6,5,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,7,1,87.5,0.75,0.875,16
WFE/EFE,raw,7,2,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,7,3,81.25,0.625,0.8117647058823529,16
WFE/EFE,raw,7,4,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,7,5,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,8,1,37.5,-0.25,0.36507936507936506,16
WFE/EFE,raw,8,2,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,8,3,50.0,0.0,0.5,16
WFE/EFE,raw,8,4,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,8,5,68.75,0.375,0.6761133603238867,16
WFE/EFE,raw,9,1,50.0,0.0,0.4920634920634921,16
WFE/EFE,raw,9,2,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,9,3,62.5,0.25,0.625,16
WFE/EFE,raw,9,4,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,9,5,75.0,0.5,0.75,16
WFE/EFE,raw,10,1,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,10,2,75.0,0.5,0.746031746031746,16
WFE/EFE,raw,10,3,62.5,0.25,0.6190476190476191,16
WFE/EFE,raw,10,4,68.75,0.375,0.6761133603238867,16
WFE/EFE,raw,10,5,68.75,0.375,0.6761133603238867,16
WFE/EFE,raw,11,1,68.75,0.375,0.6862745098039216,16
WFE/EFE,raw,11,2,50.0,0.0,0.4920634920634921,16
WFE/EFE,raw,11,3,50.0,0.0,0.5,16
WFE/EFE,raw,11,4,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,11,5,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,12,1,56.25,0.125,0.5151515151515151,16
WFE/EFE,raw,12,2,37.5,-0.25,0.375,16
WFE/EFE,raw,12,3,31.25,-0.375,0.2874493927125506,16
WFE/EFE,raw,12,4,75.0,0.5,0.7333333333333334,16
WFE/EFE,raw,12,5,62.5,0.25,0.625,16
WFE/EFE,raw,13,1,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,13,2,50.0,0.0,0.4181818181818182,16
WFE/EFE,raw,13,3,25.0,-0.5,0.23809523809523808,16
WFE/EFE,raw,13,4,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,13,5,37.5,-0.25,0.3333333333333333,16
WFE/EFE,raw,14,1,43.75,-0.125,0.37662337662337664,16
WFE/EFE,raw,14,2,68.75,0.375,0.6761133603238867,16
WFE/EFE,raw,14,3,75.0,0.5,0.746031746031746,16
WFE/EFE,raw,14,4,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,14,5,50.0,0.0,0.5,16
WFE/EFE,raw,15,1,56.25,0.125,0.5465587044534412,16
WFE/EFE,raw,15,2,56.25,0.125,0.5465587044534412,16
WFE/EFE,raw,15,3,37.5,-0.25,0.3333333333333333,16
WFE/EFE,raw,15,4,50.0,0.0,0.4666666666666667,16
WFE/EFE,raw,15,5,37.5,-0.25,0.36507936507936506,16
WFE/EFE,raw,16,1,75.0,0.5,0.746031746031746,16
WFE/EFE,raw,16,2,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,16,3,62.5,0.25,0.6,16
WFE/EFE,raw,16,4,62.5,0.25,0.6,16
WFE/EFE,raw,16,5,75.0,0.5,0.746031746031746,16
WFE/EFE,raw,17,1,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,17,2,56.25,0.125,0.5607843137254902,16
WFE/EFE,raw,17,3,37.5,-0.25,0.375,16
WFE/EFE,raw,17,4,43.75,-0.125,0.43529411764705883,16
WFE/EFE,raw,17,5,18.75,-0.625,0.1843137254901961,16
WFE/EFE,raw,18,1,50.0,0.0,0.4920634920634921,16
WFE/EFE,raw,18,2,31.25,-0.375,0.2874493927125506,16
WFE/EFE,raw,18,3,68.75,0.375,0.6536796536796536,16
WFE/EFE,raw,18,4,50.0,0.0,0.4666666666666667,16
WFE/EFE,raw,18,5,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,1,1,66.66666666666666,0.33333333333333326,0.6625,18
WFE/EPS,fbc,1,2,44.44444444444444,-0.11111111111111116,0.375,18
WFE/EPS,fbc,1,3,61.111111111111114,0.22222222222222232,0.6,18
WFE/EPS,fbc,1,4,38.88888888888889,-0.2222222222222222,0.38699690402476783,18
WFE/EPS,fbc,1,5,50.0,0.0,0.4984520123839009,18
WFE/EPS,fbc,2,1,31.25,-0.375,0.30980392156862746,16
WFE/EPS,fbc,2,2,31.25,-0.375,0.2874493927125506,16
WFE/EPS,fbc,2,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,2,4,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,2,5,50.0,0.0,0.5,16
WFE/EPS,fbc,3,1,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,3,2,50.0,0.0,0.4181818181818182,16
WFE/EPS,fbc,3,3,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,3,4,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,3,5,43.75,-0.125,0.41700404858299595,16
WFE/EPS,fbc,4,1,31.25,-0.375,0.2874493927125506,16
WFE/EPS,fbc,4,2,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,4,3,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,4,4,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,4,5,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,5,1,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,5,2,75.0,0.5,0.746031746031746,16
WFE/EPS,fbc,5,3,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,5,4,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,5,5,43.75,-0.125,0.41700404858299595,16
WFE/EPS,fbc,6,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,6,2,43.75,-0.125,0.43529411764705883,16
WFE/EPS,fbc,6,3,37.5,-0.25,0.375,16
WFE/EPS,fbc,6,4,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,6,5,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,7,1,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,7,2,75.0,0.5,0.75,16
WFE/EPS,fbc,7,3,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,7,4,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,7,5,43.75,-0.125,0.37662337662337664,16
WFE/EPS,fbc,8,1,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,8,2,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,8,3,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,8,4,37.5,-0.25,0.375,16
WFE/EPS,fbc,8,5,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,9,1,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,9,2,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,9,3,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,9,4,87.5,0.75,0.873015873015873,16
WFE/EPS,fbc,9,5,43.75,-0.125,0.30434782608695654,16
WFE/EPS,fbc,10,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,10,2,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,10,3,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,10,4,43.75,-0.125,0.43529411764705883,16
WFE/EPS,fbc,10,5,37.5,-0.25,0.36507936507936506,16
WFE/EPS,fbc,11,1,50.0,0.0,0.4181818181818182,16
WFE/EPS,fbc,11,2,43.75,-0.125,0.43529411764705883,16
WFE/EPS,fbc,11,3,43.75,-0.125,0.43529411764705883,16
WFE/EPS,fbc,11,4,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,11,5,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,12,1,37.5,-0.25,0.2727272727272727,16
WFE/EPS,fbc,12,2,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,12,3,43.75,-0.125,0.41700404858299595,16
WFE/EPS,fbc,12,4,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,12,5,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,13,1,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,13,2,56.25,0.125,0.45893719806763283,16
WFE/EPS,fbc,13,3,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,13,4,43.75,-0.125,0.43529411764705883,16
WFE/EPS,fbc,13,5,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,14,1,37.5,-0.25,0.36507936507936506,16
WFE/EPS,fbc,14,2,50.0,0.0,0.4666666666666667,16
WFE/EPS,fbc,14,3,56.25,0.125,0.5607843137254902,16
WFE/EPS,fbc,14,4,56.25,0.125,0.5465587044534412,16
WFE/EPS,fbc,14,5,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,15,1,62.5,0.25,0.6,16
WFE/EPS,fbc,15,2,56.25,0.125,0.5151515151515151,16
WFE/EPS,fbc,15,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,15,4,37.5,-0.25,0.3333333333333333,16
WFE/EPS,fbc,15,5,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,16,1,50.0,0.0,0.5,16
WFE/EPS,fbc,16,2,68.75,0.375,0.6862745098039216,16
WFE/EPS,fbc,16,3,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,16,4,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,16,5,43.75,-0.125,0.37662337662337664,16
WFE/EPS,fbc,17,1,31.25,-0.375,0.30980392156862746,16
WFE/EPS,fbc,17,2,50.0,0.0,0.4181818181818182,16
WFE/EPS,fbc,17,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,17,4,62.5,0.25,0.6190476190476191,16
WFE/EPS,fbc,17,5,43.75,-0.125,0.41700404858299595,16
WFE/EPS,fbc,18,1,50.0,0.0,0.3333333333333333,16
WFE/EPS,fbc,18,2,62.5,0.25,0.6,16
WFE/EPS,fbc,18,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,fbc,18,4,62.5,0.25,0.6,16
WFE/EPS,fbc,18,5,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,1,1,61.111111111111114,0.22222222222222232,0.5785953177257526,18
WFE/EPS,raw,1,2,33.33333333333333,-0.33333333333333337,0.3333333333333333,18
WFE/EPS,raw,1,3,61.111111111111114,0.22222222222222232,0.609907120743034,18
WFE/EPS,raw,1,4,55.55555555555556,0.11111111111111116,0.5324675324675324,18
WFE/EPS,raw,1,5,38.88888888888889,-0.2222222222222222,0.37142857142857144,18
WFE/EPS,raw,2,1,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,2,2,31.25,-0.375,0.30980392156862746,16
WFE/EPS,raw,2,3,62.5,0.25,0.625,16
WFE/EPS,raw,2,4,62.5,0.25,0.625,16
WFE/EPS,raw,2,5,68.75,0.375,0.6862745098039216,16
WFE/EPS,raw,3,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,3,2,75.0,0.5,0.746031746031746,16
WFE/EPS,raw,3,3,62.5,0.25,0.6,16
WFE/EPS,raw,3,4,68.75,0.375,0.6761133603238867,16
WFE/EPS,raw,3,5,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,4,1,50.0,0.0,0.4181818181818182,16
WFE/EPS,raw,4,2,50.0,0.0,0.4666666666666667,16
WFE/EPS,raw,4,3,68.75,0.375,0.6761133603238867,16
WFE/EPS,raw,4,4,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,4,5,81.25,0.625,0.8117647058823529,16
WFE/EPS,raw,5,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,5,2,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,5,3,31.25,-0.375,0.2874493927125506,16
WFE/EPS,raw,5,4,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,5,5,31.25,-0.375,0.30980392156862746,16
WFE/EPS,raw,6,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,6,2,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,6,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,6,4,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,6,5,62.5,0.25,0.625,16
WFE/EPS,raw,7,1,50.0,0.0,0.5,16
WFE/EPS,raw,7,2,62.5,0.25,0.6,16
WFE/EPS,raw,7,3,81.25,0.625,0.8117647058823529,16
WFE/EPS,raw,7,4,62.5,0.25,0.625,16
WFE/EPS,raw,7,5,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,8,1,43.75,-0.125,0.41700404858299595,16
WFE/EPS,raw,8,2,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,8,3,37.5,-0.25,0.36507936507936506,16
WFE/EPS,raw,8,4,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,8,5,37.5,-0.25,0.36507936507936506,16
WFE/EPS,raw,9,1,62.5,0.25,0.625,16
WFE/EPS,raw,9,2,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,9,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,9,4,62.5,0.25,0.6,16
WFE/EPS,raw,9,5,37.5,-0.25,0.36507936507936506,16
WFE/EPS,raw,10,1,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,10,2,62.5,0.25,0.6,16
WFE/EPS,raw,10,3,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,10,4,68.75,0.375,0.6761133603238867,16
WFE/EPS,raw,10,5,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,11,1,37.5,-0.25,0.375,16
WFE/EPS,raw,11,2,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,11,3,43.75,-0.125,0.41700404858299595,16
WFE/EPS,raw,11,4,50.0,0.0,0.4666666666666667,16
WFE/EPS,raw,11,5,31.25,-0.375,0.2874493927125506,16
WFE/EPS,raw,12,1,81.25,0.625,0.8117647058823529,16
WFE/EPS,raw,12,2,50.0,0.0,0.5,16
WFE/EPS,raw,12,3,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,12,4,62.5,0.25,0.625,16
WFE/EPS,raw,12,5,68.75,0.375,0.6862745098039216,16
WFE/EPS,raw,13,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,13,2,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,13,3,43.75,-0.125,0.41700404858299595,16
WFE/EPS,raw,13,4,50.0,0.0,0.5,16
WFE/EPS,raw,13,5,43.75,-0.125,0.41700404858299595,16
WFE/EPS,raw,14,1,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,14,2,37.5,-0.25,0.3333333333333333,16
WFE/EPS,raw,14,3,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,14,4,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,14,5,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,15,1,50.0,0.0,0.4920634920634921,16
WFE/EPS,raw,15,2,62.5,0.25,0.5636363636363637,16
WFE/EPS,raw,15,3,37.5,-0.25,0.375,16
WFE/EPS,raw,15,4,56.25,0.125,0.45893719806763283,16
WFE/EPS,raw,15,5,43.75,-0.125,0.43529411764705883,16
WFE/EPS,raw,16,1,50.0,0.0,0.4666666666666667,16
WFE/EPS,raw,16,2,68.75,0.375,0.6761133603238867,16
WFE/EPS,raw,16,3,75.0,0.5,0.75,16
WFE/EPS,raw,16,4,68.75,0.375,0.6761133603238867,16
WFE/EPS,raw,16,5,43.75,-0.125,0.37662337662337664,16
WFE/EPS,raw,17,1,31.25,-0.375,0.30980392156862746,16
WFE/EPS,raw,17,2,43.75,-0.125,0.37662337662337664,16
WFE/EPS,raw,17,3,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,17,4,56.25,0.125,0.5465587044534412,16
WFE/EPS,raw,17,5,31.25,-0.375,0.30980392156862746,16
WFE/EPS,raw,18,1,37.5,-0.25,0.3333333333333333,16
WFE/EPS,raw,18,2,56.25,0.125,0.5607843137254902,16
WFE/EPS,raw,18,3,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,18,4,62.5,0.25,0.6190476190476191,16
WFE/EPS,raw,18,5,75.0,0.5,0.75,16
WFE/SAA,fbc,1,1,83.33333333333334,0.6666666666666667,0.8328173374613003,18
WFE/SAA,fbc,1,2,55.55555555555556,0.11111111111111116,0.55,18
WFE/SAA,fbc,1,3,55.55555555555556,0.11111111111111116,0.5,18
WFE/SAA,fbc,1,4,72.22222222222221,0.4444444444444444,0.7142857142857142,18
WFE/SAA,fbc,1,5,66.66666666666666,0.33333333333333326,0.6625,18
WFE/SAA,fbc,2,1,43.75,-0.125,0.43529411764705883,16
WFE/SAA,fbc,2,2,50.0,0.0,0.4666666666666667,16
WFE/SAA,fbc,2,3,56.25,0.125,0.5151515151515151,16
WFE/SAA,fbc,2,4,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,2,5,31.25,-0.375,0.30980392156862746,16
WFE/SAA,fbc,3,1,87.5,0.75,0.875,16
WFE/SAA,fbc,3,2,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,3,3,87.5,0.75,0.875,16
WFE/SAA,fbc,3,4,68.75,0.375,0.6761133603238867,16
WFE/SAA,fbc,3,5,87.5,0.75,0.873015873015873,16
WFE/SAA,fbc,4,1,87.5,0.75,0.875,16
WFE/SAA,fbc,4,2,62.5,0.25,0.5636363636363637,16
WFE/SAA,fbc,4,3,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,4,4,81.25,0.625,0.8117647058823529,16
WFE/SAA,fbc,4,5,68.75,0.375,0.6761133603238867,16
WFE/SAA,fbc,5,1,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,5,2,56.25,0.125,0.5465587044534412,16
WFE/SAA,fbc,5,3,50.0,0.0,0.4666666666666667,16
WFE/SAA,fbc,5,4,43.75,-0.125,0.43529411764705883,16
WFE/SAA,fbc,5,5,62.5,0.25,0.6,16
WFE/SAA,fbc,6,1,62.5,0.25,0.625,16
WFE/SAA,fbc,6,2,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,6,3,31.25,-0.375,0.30980392156862746,16
WFE/SAA,fbc,6,4,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,6,5,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,7,1,50.0,0.0,0.5,16
WFE/SAA,fbc,7,2,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,7,3,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,7,4,62.5,0.25,0.5636363636363637,16
WFE/SAA,fbc,7,5,62.5,0.25,0.625,16
WFE/SAA,fbc,8,1,62.5,0.25,0.6,16
WFE/SAA,fbc,8,2,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,8,3,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,8,4,31.25,-0.375,0.2874493927125506,16
WFE/SAA,fbc,8,5,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,9,1,43.75,-0.125,0.37662337662337664,16
WFE/SAA,fbc,9,2,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,9,3,62.5,0.25,0.625,16
WFE/SAA,fbc,9,4,56.25,0.125,0.5465587044534412,16
WFE/SAA,fbc,9,5,43.75,-0.125,0.43529411764705883,16
WFE/SAA,fbc,10,1,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,10,2,75.0,0.5,0.7333333333333334,16
WFE/SAA,fbc,10,3,62.5,0.25,0.6190476190476191,16
WFE/SAA,fbc,10,4,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,10,5,56.25,0.125,0.5607843137254902,16
WFE/SAA,fbc,11,1,43.75,-0.125,0.37662337662337664,16
WFE/SAA,fbc,11,2,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,11,3,62.5,0.25,0.625,16
WFE/SAA,fbc,11,4,75.0,0.5,0.75,16
WFE/SAA,fbc,11,5,56.25,0.125,0.5465587044534412,16
WFE/SAA,fbc,12,1,50.0,0.0,0.4666666666666667,16
WFE/SAA,fbc,12,2,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,12,3,50.0,0.0,0.4666666666666667,16
WFE/SAA,fbc,12,4,93.75,0.875,0.9372549019607843,16
WFE/SAA,fbc,12,5,75.0,0.5,0.75,16
WFE/SAA,fbc,13,1,37.5,-0.25,0.3333333333333333,16
WFE/SAA,fbc,13,2,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,13,3,43.75,-0.125,0.41700404858299595,16
WFE/SAA,fbc,13,4,62.5,0.25,0.6190476190476191,16
WFE/SAA,fbc,13,5,43.75,-0.125,0.43529411764705883,16
WFE/SAA,fbc,14,1,50.0,0.0,0.5,16
WFE/SAA,fbc,14,2,50.0,0.0,0.5,16
WFE/SAA,fbc,14,3,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,14,4,31.25,-0.375,0.30980392156862746,16
WFE/SAA,fbc,14,5,43.75,-0.125,0.41700404858299595,16
WFE/SAA,fbc,15,1,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,15,2,31.25,-0.375,0.30980392156862746,16
WFE/SAA,fbc,15,3,68.75,0.375,0.6536796536796536,16
WFE/SAA,fbc,15,4,37.5,-0.25,0.36507936507936506,16
WFE/SAA,fbc,15,5,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,16,1,43.75,-0.125,0.37662337662337664,16
WFE/SAA,fbc,16,2,50.0,0.0,0.5,16
WFE/SAA,fbc,16,3,56.25,0.125,0.5465587044534412,16
WFE/SAA,fbc,16,4,75.0,0.5,0.7333333333333334,16
WFE/SAA,fbc,16,5,43.75,-0.125,0.41700404858299595,16
WFE/SAA,fbc,17,1,56.25,0.125,0.5465587044534412,16
WFE/SAA,fbc,17,2,56.25,0.125,0.5151515151515151,16
WFE/SAA,fbc,17,3,50.0,0.0,0.4920634920634921,16
WFE/SAA,fbc,17,4,37.5,-0.25,0.36507936507936506,16
WFE/SAA,fbc,17,5,62.5,0.25,0.625,16
WFE/SAA,fbc,18,1,68.75,0.375,0.6862745098039216,16
WFE/SAA,fbc,18,2,62.5,0.25,0.6190476190476191,16
WFE/SAA,fbc,18,3,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,18,4,75.0,0.5,0.746031746031746,16
WFE/SAA,fbc,18,5,50.0,0.0,0.4181818181818182,16
WFE/SAA,raw,1,1,77.77777777777779,0.5555555555555556,0.775,18
WFE/SAA,raw,1,2,61.111111111111114,0.22222222222222232,0.6,18
WFE/SAA,raw,1,3,61.111111111111114,0.22222222222222232,0.6,18
WFE/SAA,raw,1,4,66.66666666666666,0.33333333333333326,0.6625,18
WFE/SAA,raw,1,5,55.55555555555556,0.11111111111111116,0.5555555555555556,18
WFE/SAA,raw,2,1,50.0,0.0,0.4666666666666667,16
WFE/SAA,raw,2,2,50.0,0.0,0.5,16
WFE/SAA,raw,2,3,56.25,0.125,0.5607843137254902,16
WFE/SAA,raw,2,4,43.75,-0.125,0.43529411764705883,16
WFE/SAA,raw,2,5,50.0,0.0,0.4666666666666667,16
WFE/SAA,raw,3,1,81.25,0.625,0.8117647058823529,16
WFE/SAA,raw,3,2,62.5,0.25,0.5636363636363637,16
WFE/SAA,raw,3,3,75.0,0.5,0.75,16
WFE/SAA,raw,3,4,93.75,0.875,0.9372549019607843,16
WFE/SAA,raw,3,5,75.0,0.5,0.746031746031746,16
WFE/SAA,raw,4,1,93.75,0.875,0.9372549019607843,16
WFE/SAA,raw,4,2,75.0,0.5,0.746031746031746,16
WFE/SAA,raw,4,3,87.5,0.75,0.875,16
WFE/SAA,raw,4,4,87.5,0.75,0.873015873015873,16
WFE/SAA,raw,4,5,68.75,0.375,0.6761133603238867,16
WFE/SAA,raw,5,1,56.25,0.125,0.5607843137254902,16
WFE/SAA,raw,5,2,56.25,0.125,0.5465587044534412,16
WFE/SAA,raw,5,3,50.0,0.0,0.4666666666666667,16
WFE/SAA,raw,5,4,43.75,-0.125,0.37662337662337664,16
WFE/SAA,raw,5,5,25.0,-0.5,0.23809523809523808,16
WFE/SAA,raw,6,1,87.5,0.75,0.873015873015873,16
WFE/SAA,raw,6,2,56.25,0.125,0.5151515151515151,16
WFE/SAA,raw,6,3,87.5,0.75,0.875,16
WFE/SAA,raw,6,4,50.0,0.0,0.4666666666666667,16
WFE/SAA,raw,6,5,50.0,0.0,0.5,16
WFE/SAA,raw,7,1,43.75,-0.125,0.43529411764705883,16
WFE/SAA,raw,7,2,68.75,0.375,0.6761133603238867,16
WFE/SAA,raw,7,3,62.5,0.25,0.6,16
WFE/SAA,raw,7,4,62.5,0.25,0.6,16
WFE/SAA,raw,7,5,62.5,0.25,0.625,16
WFE/SAA,raw,8,1,62.5,0.25,0.6190476190476191,16
WFE/SAA,raw,8,2,56.25,0.125,0.5607843137254902,16
WFE/SAA,raw,8,3,62.5,0.25,0.6,16
WFE/SAA,raw,8,4,43.75,-0.125,0.43529411764705883,16
